"","country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"64071","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-18,-67,-14,98,-62,-59,23
"64072","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-19,-68,-14,45,-63,-58,23
"64073","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-20,-74,-13,156,-52,-31,10
"64074","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-21,-71,-21,33,-55,-27,10
"64075","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-22,-61,-18,55,-60,-59,21
"64076","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-23,-64,-17,104,-55,-59,21
"64077","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-24,-64,-12,NA,-51,-56,20
"64078","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-25,-64,-9,NA,-54,-56,20
"64079","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-26,-65,-12,104,-57,-56,20
"64080","GB","United Kingdom","Scotland","Aberdeen City","","GB-ABE",NA,2020-06-27,-72,-16,37,-60,-33,12
"64081","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-15,-9,-4,-25,-5,-7,2
"64082","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-16,1,-3,-6,1,-3,0
"64083","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-17,6,4,28,1,-17,2
"64084","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-18,8,3,23,1,-11,1
"64085","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-19,3,0,13,-7,-10,2
"64086","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-20,4,2,10,4,1,0
"64087","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-21,4,0,1,3,0,1
"64088","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-22,0,-1,-1,6,0,1
"64089","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-23,5,1,15,9,4,-1
"64090","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-24,-11,-5,-13,-8,0,2
"64091","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-25,2,5,8,1,1,1
"64092","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-26,1,0,3,-1,2,1
"64093","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-27,9,4,3,-4,2,0
"64094","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-28,4,0,-10,2,0,1
"64095","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-02-29,9,3,-1,6,0,0
"64096","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-01,13,2,5,5,-1,0
"64097","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-02,9,2,18,0,1,0
"64098","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-03,11,-2,29,-1,2,0
"64099","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-04,10,-2,29,1,2,0
"64100","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-05,14,0,36,5,3,0
"64101","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-06,12,-2,35,1,2,0
"64102","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-07,6,-2,15,0,1,0
"64103","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-08,13,-2,45,18,1,-2
"64104","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-09,9,-3,35,-5,2,0
"64105","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-10,9,0,30,-1,2,0
"64106","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-11,8,2,21,-4,2,1
"64107","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-12,10,12,9,2,1,1
"64108","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-13,9,10,15,0,-1,1
"64109","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-14,5,7,-6,-12,-3,3
"64110","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-15,7,8,4,2,-5,1
"64111","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-16,11,20,16,-8,-5,3
"64112","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-17,4,25,18,-16,-11,6
"64113","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-18,-1,24,21,-17,-18,9
"64114","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-19,2,27,26,-15,-23,10
"64115","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-20,-7,9,20,-21,-25,11
"64116","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-21,-26,8,19,-25,-22,9
"64117","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-22,-34,-10,28,-20,-26,NA
"64118","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-23,-33,-7,-5,-36,-42,16
"64119","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-24,-66,-23,-22,-56,-57,23
"64120","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-25,-68,-28,-21,-59,-64,26
"64121","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-26,-68,-29,-14,-59,-66,26
"64122","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-27,-69,-31,-26,-62,-67,27
"64123","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-28,-78,-39,-51,-66,-55,NA
"64124","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-29,-80,-46,-45,-58,-52,NA
"64125","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-30,-67,-34,-26,-57,-67,25
"64126","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-03-31,-66,-32,-23,-61,-69,26
"64127","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-01,-67,-33,-19,-60,-68,27
"64128","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-02,-68,-36,-29,-62,-68,28
"64129","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-03,-69,-34,-25,-59,-67,27
"64130","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-04,-76,-39,-35,-56,-54,NA
"64131","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-05,-76,-44,-35,-55,-51,NA
"64132","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-06,-67,-35,-9,-58,-68,25
"64133","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-07,-66,-31,-12,-52,-69,26
"64134","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-08,-68,-32,-28,-58,-69,27
"64135","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-09,-65,-29,-17,-55,-69,27
"64136","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-10,-69,-35,-23,-57,-70,28
"64137","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-11,-75,-35,-25,-54,-53,NA
"64138","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-12,-79,-48,-46,-55,-52,NA
"64139","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-13,-71,-39,-22,-61,-71,27
"64140","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-14,-67,-31,-13,-53,-69,26
"64141","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-15,-65,-30,-9,-54,-68,27
"64142","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-16,-63,-31,-17,-54,-69,27
"64143","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-17,-65,-31,-20,-54,-68,27
"64144","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-18,-74,-34,-24,-52,-51,NA
"64145","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-19,-73,-41,-16,-43,-47,NA
"64146","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-20,-63,-31,4,-50,-66,24
"64147","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-21,-65,-29,2,-48,-66,25
"64148","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-22,-62,-30,-3,-48,-66,26
"64149","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-23,-61,-26,3,-48,-66,26
"64150","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-24,-62,-30,-12,-52,-66,26
"64151","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-25,-70,-34,-25,-47,-51,NA
"64152","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-26,-70,-39,-35,-47,-46,NA
"64153","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-27,-60,-31,-19,-53,-64,25
"64154","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-28,-61,-29,-11,-48,-65,23
"64155","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-29,-60,-30,-15,-51,-64,26
"64156","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-04-30,-61,-27,-19,-50,-65,26
"64157","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-01,-61,-30,-20,-51,-64,26
"64158","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-02,-69,-33,-29,-51,-48,NA
"64159","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-03,-66,-40,-21,-49,-44,NA
"64160","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-04,-57,-29,2,-44,-63,23
"64161","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-05,-60,-27,4,-44,-63,24
"64162","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-06,-59,-26,10,-42,-63,25
"64163","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-07,-57,-21,6,-43,-64,25
"64164","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-08,-62,-30,-25,-53,-69,27
"64165","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-09,-69,-34,-36,-53,-48,NA
"64166","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-10,-71,-39,-46,-54,-44,NA
"64167","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-11,-56,-28,-12,-48,-62,24
"64168","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-12,-60,-29,-19,-54,-62,25
"64169","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-13,-60,-27,-11,-52,-62,26
"64170","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-14,-59,-24,-12,-50,-62,24
"64171","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-15,-59,-25,-18,-48,-61,25
"64172","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-16,-67,-27,-19,-41,-44,NA
"64173","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-17,-67,-33,-35,-40,-40,NA
"64174","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-18,-55,-25,0,-43,-60,23
"64175","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-19,-57,-23,6,-41,-61,23
"64176","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-20,-55,-20,15,-41,-61,24
"64177","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-21,-55,-20,0,-44,-61,24
"64178","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-22,-58,-25,-35,-55,-61,26
"64179","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-23,-64,-27,-31,-51,-43,NA
"64180","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-24,-62,-31,-15,-28,-36,NA
"64181","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-25,-51,-25,16,-37,-62,23
"64182","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-26,-54,-20,21,-39,-59,22
"64183","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-27,-54,-20,7,-40,-59,23
"64184","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-28,-50,-16,12,-38,-59,23
"64185","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-29,-50,-15,36,-31,-57,21
"64186","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-30,-58,-18,27,-23,-33,12
"64187","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-05-31,-55,-18,47,-4,-21,NA
"64188","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-01,-44,-15,53,-28,-56,19
"64189","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-02,-51,-22,-7,-43,-57,22
"64190","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-03,-54,-24,-15,-48,-57,23
"64191","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-04,-51,-18,0,-45,-57,22
"64192","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-05,-58,-27,-40,-62,-57,25
"64193","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-06,-57,-19,15,-45,-29,13
"64194","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-07,-59,-28,-24,-49,-28,NA
"64195","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-08,-44,-21,26,-45,-54,20
"64196","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-09,-49,-20,22,-49,-55,20
"64197","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-10,-49,-21,-15,-57,-55,23
"64198","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-11,-43,-19,39,-41,-54,20
"64199","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-12,-47,-23,8,-51,-53,22
"64200","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-13,-55,-25,-5,-48,-29,13
"64201","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-14,-53,-26,2,-39,-19,NA
"64202","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-15,-43,-22,29,-43,-53,19
"64203","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-16,-44,-20,45,-39,-53,19
"64204","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-17,-42,-18,42,-43,-53,20
"64205","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-18,-40,-16,40,-41,-54,19
"64206","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-19,-41,-17,17,-42,-54,20
"64207","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-20,-48,-11,67,-27,-20,9
"64208","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-21,-47,-23,4,-31,-14,NA
"64209","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-22,-38,-20,28,-43,-54,19
"64210","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-23,-40,-18,44,-38,-54,19
"64211","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-24,-38,-13,71,-34,-52,18
"64212","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-25,-36,-11,77,-34,-52,18
"64213","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-26,-37,-14,43,-37,-51,18
"64214","GB","United Kingdom","Scotland","Aberdeenshire","","GB-ABD",NA,2020-06-27,-46,-17,23,-33,-23,10
"64215","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-15,-10,-8,-31,-15,-3,NA
"64216","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-16,4,-8,-22,2,-4,NA
"64217","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-17,13,-2,10,2,-17,3
"64218","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-18,7,-1,0,3,0,1
"64219","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-19,7,0,6,4,1,0
"64220","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-20,8,-2,16,8,-1,1
"64221","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-21,6,-3,2,1,-1,1
"64222","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-22,-1,-1,-13,-7,-3,NA
"64223","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-23,18,-5,33,13,1,NA
"64224","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-24,-5,-9,-22,-5,-3,2
"64225","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-25,4,2,10,8,0,0
"64226","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-26,6,-2,2,4,1,0
"64227","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-27,10,-2,18,12,0,0
"64228","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-28,9,-3,-12,4,0,1
"64229","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-02-29,9,2,3,7,1,NA
"64230","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-01,12,-6,-5,0,-5,NA
"64231","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-02,5,2,14,6,-1,1
"64232","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-03,11,1,NA,6,0,0
"64233","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-04,9,4,18,3,1,0
"64234","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-05,10,2,25,1,0,0
"64235","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-06,12,0,24,2,0,0
"64236","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-07,3,6,0,0,-1,NA
"64237","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-08,18,-4,28,7,-3,NA
"64238","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-09,6,0,6,6,-1,1
"64239","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-10,7,3,10,10,0,0
"64240","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-11,5,3,6,3,0,1
"64241","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-12,3,10,2,-2,-1,1
"64242","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-13,11,6,15,-1,-2,1
"64243","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-14,1,10,-6,-9,-1,NA
"64244","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-15,10,10,33,7,-4,NA
"64245","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-16,9,16,14,-5,-7,3
"64246","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-17,-1,21,12,-8,-9,5
"64247","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-18,-4,21,25,-20,-17,8
"64248","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-19,-3,23,NA,-18,-21,8
"64249","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-20,-10,8,37,-14,-22,9
"64250","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-21,-33,15,27,-29,-23,NA
"64251","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-22,-32,-12,70,-2,-25,NA
"64252","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-23,-32,-6,12,-35,-39,13
"64253","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-24,-68,-23,-4,-51,-57,20
"64254","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-25,-71,-28,-6,-52,-63,NA
"64255","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-26,-75,-29,-27,-58,-65,NA
"64256","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-27,-73,-28,-25,-57,-65,NA
"64257","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-28,-82,-33,-42,-63,-56,NA
"64258","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-29,-80,-44,-28,-51,-48,NA
"64259","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-30,-67,-31,-16,-52,-67,NA
"64260","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-03-31,-70,-26,-8,-54,-66,NA
"64261","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-01,-73,-27,-6,-54,-66,NA
"64262","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-02,-72,-32,-16,-56,-66,NA
"64263","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-03,-73,-28,-19,-59,-65,NA
"64264","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-04,-79,-32,-31,-58,-54,NA
"64265","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-05,-79,-41,-28,-43,-48,NA
"64266","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-06,-71,-31,-6,-51,-68,NA
"64267","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-07,-72,-28,2,-46,-67,NA
"64268","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-08,-73,-27,-6,-51,-66,NA
"64269","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-09,-71,-27,-18,-54,-66,NA
"64270","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-10,-72,-29,-20,-53,-68,NA
"64271","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-11,-78,-27,-24,-50,-58,NA
"64272","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-12,-82,-44,-30,-44,-52,NA
"64273","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-13,-74,-40,-10,-54,-70,NA
"64274","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-14,-72,-25,-10,-48,-65,NA
"64275","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-15,-70,-26,16,-48,-65,NA
"64276","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-16,-70,-29,-14,-47,-65,NA
"64277","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-17,-68,-26,-14,-53,-65,NA
"64278","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-18,-75,-26,-17,-50,-52,NA
"64279","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-19,-72,-33,-6,-42,-48,NA
"64280","GB","United Kingdom","Scotland","Angus Council","","GB-ANS",NA,2020-04-20,-68,-27,4,-41,-63,NA
