"country_region_code","country_region","sub_country","sub_region_1","sub_region_2","iso_3166_2_code","census_fips_code","date","weekday","retail_and_recreation_percent_change_from_baseline","grocery_and_pharmacy_percent_change_from_baseline","parks_percent_change_from_baseline","transit_stations_percent_change_from_baseline","workplaces_percent_change_from_baseline","residential_percent_change_from_baseline"
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-21,"Sunday",-51,-16,33,-2,-8,6
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-22,"Monday",-36,-13,NA,-15,-42,15
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-23,"Tuesday",-40,-7,NA,-11,-42,14
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-24,"Wednesday",-42,-4,68,-14,-41,14
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-25,"Thursday",-41,-3,NA,-7,-41,14
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-26,"Friday",-44,-7,49,-7,-41,15
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-27,"Saturday",-48,-16,-12,-6,-17,11
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-28,"Sunday",-48,-16,5,-6,-14,8
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-29,"Monday",-34,-9,27,-17,-40,15
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-06-30,"Tuesday",-33,-2,NA,-32,-39,14
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-01,"Wednesday",-35,-9,19,-38,-39,15
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-02,"Thursday",-34,-4,36,-33,-40,15
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-03,"Friday",-40,-5,22,-34,-39,16
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-04,"Saturday",-38,-11,29,-19,-10,6
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-05,"Sunday",-43,-17,48,-10,-8,5
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-06,"Monday",-27,-6,NA,-22,-39,12
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-07,"Tuesday",-30,-5,NA,-26,-39,12
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-08,"Wednesday",-29,-9,64,-26,-37,13
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-09,"Thursday",-29,-3,NA,-27,-38,12
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-10,"Friday",-34,-6,32,-24,-38,12
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-11,"Saturday",-38,-10,61,-17,-8,5
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-12,"Sunday",-40,-15,85,-8,-6,3
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-13,"Monday",-28,-8,NA,-24,-38,12
"GB","United Kingdom","England","Stockton-on-Tees","","GB-STT",NA,2020-07-14,"Tuesday",-26,-5,NA,-24,-38,12
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-15,"Saturday",-14,-6,-36,-13,-2,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-16,"Sunday",-4,-3,-33,-2,-2,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-17,"Monday",5,-1,20,-6,-13,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-18,"Tuesday",5,0,18,-8,-13,3
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-19,"Wednesday",1,-5,-16,-4,-14,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-20,"Thursday",3,-4,-11,-12,-15,3
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-21,"Friday",5,0,3,-3,-15,3
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-22,"Saturday",-2,-2,-1,8,-2,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-23,"Sunday",-4,-1,-5,9,-3,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-24,"Monday",-4,0,-11,-2,0,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-25,"Tuesday",1,7,16,1,2,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-26,"Wednesday",-4,-4,-11,-4,0,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-27,"Thursday",1,1,-7,-1,1,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-28,"Friday",-3,3,-22,3,-1,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-02-29,"Saturday",-1,0,-7,-3,0,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-01,"Sunday",9,5,28,14,2,-1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-02,"Monday",3,3,11,-2,1,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-03,"Tuesday",3,3,-4,-2,2,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-04,"Wednesday",2,5,9,0,1,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-05,"Thursday",2,6,9,0,1,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-06,"Friday",1,5,29,5,1,-1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-07,"Saturday",-1,4,19,0,1,0
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-08,"Sunday",2,4,11,11,1,-1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-09,"Monday",-4,2,-13,-6,1,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-10,"Tuesday",0,7,0,-5,0,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-11,"Wednesday",-1,4,-4,-4,0,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-12,"Thursday",-2,12,-7,-7,0,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-13,"Friday",-2,14,14,-4,-1,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-14,"Saturday",-11,9,0,-10,-2,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-15,"Sunday",-6,11,-8,-3,-3,1
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-16,"Monday",-3,21,22,-11,-3,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-17,"Tuesday",-7,27,10,-20,-6,4
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-18,"Wednesday",-16,24,-23,-29,-12,6
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-19,"Thursday",-13,33,-2,-32,-16,7
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-20,"Friday",-19,17,17,-34,-19,8
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-21,"Saturday",-44,8,-7,-44,-21,9
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-22,"Sunday",-50,-9,13,-38,-23,6
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-23,"Monday",-37,-6,2,-50,-35,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-24,"Tuesday",-69,-22,0,-64,-48,20
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-25,"Wednesday",-72,-26,4,-67,-56,22
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-26,"Thursday",-72,-27,2,-71,-58,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-27,"Friday",-76,-26,-10,-71,-60,25
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-28,"Saturday",-84,-39,-46,-75,-53,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-29,"Sunday",-84,-44,-41,-70,-49,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-30,"Monday",-74,-33,-31,-74,-62,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-03-31,"Tuesday",-74,-28,-12,-73,-63,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-01,"Wednesday",-75,-33,-28,-75,-63,25
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-02,"Thursday",-74,-30,-26,-76,-63,25
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-03,"Friday",-75,-28,-10,-73,-63,26
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-04,"Saturday",-82,-36,-36,-73,-53,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-05,"Sunday",-80,-42,-24,-69,-49,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-06,"Monday",-72,-31,-6,-72,-63,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-07,"Tuesday",-70,-26,20,-70,-63,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-08,"Wednesday",-71,-26,16,-69,-63,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-09,"Thursday",-67,-16,0,-68,-64,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-10,"Friday",-75,-27,10,-74,-75,28
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-11,"Saturday",-80,-30,-15,-71,-53,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-12,"Sunday",-90,-65,-20,-70,-54,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-13,"Monday",-76,-38,11,-79,-78,28
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-14,"Tuesday",-67,-22,22,-70,-62,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-15,"Wednesday",-68,-26,28,-67,-62,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-16,"Thursday",-69,-22,21,-68,-62,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-17,"Friday",-72,-25,-7,-70,-62,25
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-18,"Saturday",-83,-37,-51,-74,-50,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-19,"Sunday",-79,-36,3,-60,-43,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-20,"Monday",-68,-28,12,-65,-59,22
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-21,"Tuesday",-68,-24,NA,-64,-59,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-22,"Wednesday",-70,-25,27,-65,-59,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-23,"Thursday",-70,-22,29,-66,-59,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-24,"Friday",-71,-20,25,-65,-59,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-25,"Saturday",-78,-27,9,-67,-46,16
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-26,"Sunday",-79,-35,-11,-61,-42,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-27,"Monday",-69,-26,16,-65,-58,22
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-28,"Tuesday",-72,-30,-39,-69,-59,22
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-29,"Wednesday",-72,-26,-18,-67,-58,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-04-30,"Thursday",-71,-22,-13,-68,-58,23
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-01,"Friday",-73,-25,-17,-68,-58,24
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-02,"Saturday",-78,-27,5,-66,-46,16
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-03,"Sunday",-77,-33,7,-57,-40,12
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-04,"Monday",-65,-24,41,-62,-56,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-05,"Tuesday",-66,-21,NA,-62,-56,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-06,"Wednesday",-66,-19,52,-59,-55,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-07,"Thursday",-61,-10,40,-61,-56,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-08,"Friday",-72,-24,54,-69,-71,26
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-09,"Saturday",-76,-27,20,-63,-44,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-10,"Sunday",-76,-33,-28,-65,-38,12
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-11,"Monday",-62,-21,16,-64,-54,20
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-12,"Tuesday",-63,-19,24,-62,-54,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-13,"Wednesday",-63,-21,46,-59,-53,20
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-14,"Thursday",-62,-16,NA,-59,-53,19
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-15,"Friday",-67,-17,40,-59,-53,21
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-16,"Saturday",-73,-21,41,-58,-40,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-17,"Sunday",-71,-25,48,-47,-34,10
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-18,"Monday",-58,-20,NA,-56,-51,19
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-19,"Tuesday",-58,-16,NA,-55,-51,19
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-20,"Wednesday",-61,-14,NA,-56,-51,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-21,"Thursday",-59,-12,NA,-58,-51,19
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-22,"Friday",-62,-14,41,-59,-51,20
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-23,"Saturday",-70,-18,5,-61,-36,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-24,"Sunday",-68,-24,50,-51,-33,9
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-25,"Monday",-63,-24,NA,-64,-72,22
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-26,"Tuesday",-54,-11,NA,-55,-51,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-27,"Wednesday",-57,-13,NA,-54,-50,17
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-28,"Thursday",-55,-10,NA,-56,-50,17
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-29,"Friday",-59,-9,NA,-53,-49,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-30,"Saturday",-68,-13,55,-54,-29,10
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-05-31,"Sunday",-65,-15,77,-44,-24,7
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-01,"Monday",-51,-12,NA,-51,-44,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-02,"Tuesday",-54,-9,NA,-50,-44,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-03,"Wednesday",-59,-21,8,-56,-45,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-04,"Thursday",-56,-14,38,-55,-45,17
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-05,"Friday",-59,-14,15,-58,-44,18
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-06,"Saturday",-67,-22,-28,-62,-31,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-07,"Sunday",-64,-23,2,-56,-25,9
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-08,"Monday",-50,-16,NA,-53,-42,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-09,"Tuesday",-51,-14,NA,-53,-41,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-10,"Wednesday",-54,-19,31,-57,-42,16
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-11,"Thursday",-53,-17,13,-60,-43,17
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-12,"Friday",-56,-13,46,-57,-42,17
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-13,"Saturday",-64,-15,66,-54,-21,10
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-14,"Sunday",-60,-18,65,-48,-19,7
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-15,"Monday",-38,-13,NA,-49,-41,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-16,"Tuesday",-44,-14,29,-53,-41,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-17,"Wednesday",-45,-13,59,-51,-41,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-18,"Thursday",-49,-17,-29,-60,-43,16
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-19,"Friday",-48,-9,7,-53,-41,15
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-20,"Saturday",-56,-7,51,-48,-17,8
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-21,"Sunday",-55,-12,44,-42,-12,6
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-22,"Monday",-39,-14,NA,-48,-42,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-23,"Tuesday",-43,-10,NA,-49,-40,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-24,"Wednesday",-46,-10,NA,-49,-40,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-25,"Thursday",-45,-4,NA,-50,-40,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-26,"Friday",-47,-4,69,-49,-40,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-27,"Saturday",-55,-13,-7,-52,-20,9
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-28,"Sunday",-50,-14,21,-46,-15,7
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-29,"Monday",-38,-14,9,-49,-40,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-06-30,"Tuesday",-36,-8,NA,-47,-38,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-01,"Wednesday",-40,-12,55,-47,-39,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-02,"Thursday",-41,-10,30,-51,-40,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-03,"Friday",-46,-10,-2,-51,-39,14
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-04,"Saturday",-50,-13,16,-40,-16,7
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-05,"Sunday",-46,-15,44,-36,-14,5
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-06,"Monday",-33,-12,NA,-42,-39,11
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-07,"Tuesday",-35,-12,-1,-45,-39,13
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-08,"Wednesday",-37,-14,30,-44,-38,12
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-09,"Thursday",-38,-11,29,-46,-38,12
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-10,"Friday",-39,-8,60,-38,-37,11
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-11,"Saturday",-48,-12,58,-28,-14,5
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-12,"Sunday",-44,-14,104,-23,-11,2
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-13,"Monday",-32,-13,41,-39,-38,11
"GB","United Kingdom","England","Stoke-on-Trent","","GB-STE",NA,2020-07-14,"Tuesday",-29,-9,NA,-42,-37,11
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-15,"Saturday",-9,-2,-32,-6,-4,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-16,"Sunday",-15,-8,-47,-18,-4,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-17,"Monday",13,2,36,2,-16,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-18,"Tuesday",15,1,41,0,-15,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-19,"Wednesday",12,0,41,-2,-15,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-20,"Thursday",5,0,9,-4,-17,3
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-21,"Friday",8,2,36,0,-17,3
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-22,"Saturday",-1,0,-1,1,-2,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-23,"Sunday",-7,-2,-15,-5,-1,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-24,"Monday",-3,-1,-16,-3,0,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-25,"Tuesday",0,4,7,-1,2,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-26,"Wednesday",0,-1,-2,-1,1,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-27,"Thursday",-2,0,-10,-4,-1,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-28,"Friday",-1,0,-15,2,-1,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-02-29,"Saturday",0,3,-29,-8,-2,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-01,"Sunday",9,3,30,8,2,-1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-02,"Monday",5,3,9,2,2,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-03,"Tuesday",4,1,8,3,1,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-04,"Wednesday",4,3,7,-2,1,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-05,"Thursday",-3,2,-12,-5,0,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-06,"Friday",5,4,25,4,1,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-07,"Saturday",4,1,17,3,1,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-08,"Sunday",4,3,27,1,1,-1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-09,"Monday",2,2,9,-1,1,0
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-10,"Tuesday",3,4,13,1,1,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-11,"Wednesday",3,4,25,-1,0,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-12,"Thursday",1,11,8,-5,0,1
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-13,"Friday",0,9,17,-4,-3,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-14,"Saturday",-7,7,-10,-14,-2,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-15,"Sunday",-9,7,7,-11,-5,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-16,"Monday",-2,21,21,-12,-4,2
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-17,"Tuesday",-9,24,18,-18,-9,5
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-18,"Wednesday",-17,22,6,-26,-16,9
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-19,"Thursday",-19,24,2,-25,-20,10
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-20,"Friday",-25,11,8,-28,-22,11
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-21,"Saturday",-45,4,5,-32,-21,10
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-22,"Sunday",-54,-12,12,-23,-27,8
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-23,"Monday",-41,-8,-7,-41,-38,15
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-24,"Tuesday",-70,-25,-17,-58,-52,21
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-25,"Wednesday",-73,-27,-12,-59,-58,24
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-26,"Thursday",-74,-29,-16,-59,-61,25
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-27,"Friday",-76,-31,-27,-59,-61,26
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-28,"Saturday",-84,-41,-60,-68,-54,18
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-29,"Sunday",-87,-51,-67,-69,-54,15
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-30,"Monday",-74,-35,-34,-64,-64,24
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-03-31,"Tuesday",-73,-32,-18,-62,-64,25
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-04-01,"Wednesday",-76,-33,-32,-64,-65,26
"GB","United Kingdom","England","Suffolk","","GB-SFK",NA,2020-04-02,"Thursday",-74,-33,-23,-62,-65,26
